vendor,product,datum
microsoft,windows_rt,2015-12-09
microsoft,windows_rt,2015-12-09
microsoft,windows_rt,2015-12-09
microsoft,windows_rt,2015-12-09
microsoft,windows_rt,2015-12-09
microsoft,windows_rt,2016-01-13
microsoft,windows_rt,2016-01-13
microsoft,windows_rt,2016-01-13
microsoft,windows_rt,2016-01-13
microsoft,windows_rt,2016-01-13
